Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,ASX6000NP-128GT-C,Adata,XPG SX6000 NVMe PCIe M.2 128GB,145,114,2870,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP
SSD,MZ-76P512B,Samsung,860 Pro 512GB,146,114,2409,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,MZ-75E1T0B,Samsung,850 Evo 1TB,147,114,59251,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576
SSD,MZ-75E500B,Samsung,850 Evo 500GB,148,113,318848,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,149,113,6599,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,PX-128M8SeY,Plextor,M8Se NVMe PCIe M.2 128GB,150,113,129,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeG,Plextor,M8Se NVMe PCIe M.2 128GB,150,113,129,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeGN,Plextor,M8Se NVMe PCIe M.2 128GB,150,113,129,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,151,113,44,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,MZ-76E4T0B,Samsung,860 Evo 4TB,152,112,398,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,153,111,164,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,154,111,2103,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,155,110,817,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,156,109,15734,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,157,108,10397,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,158,108,547,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,CT500MX500SSD1,Crucial,MX500 500GB,159,108,39124,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,160,108,340,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,161,108,2506,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,162,107,1995,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,163,107,1016,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,MKNP44SC480GB,Mushkin,Scorpion Deluxe PCIe 480GB,164,107,63,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,165,107,10552,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,MZ-76Q2T0BW,Samsung,860 QVO 2TB,166,106,219,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,166,106,219,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-75E250B,Samsung,850 Evo 250GB,167,106,398854,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,168,105,2363,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,MZ-76E500B,Samsung,860 Evo 500GB,169,105,118133,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,170,105,2149,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,MZ-750500BW,Samsung,750 EVO 500GB,171,104,12332,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,CT250MX500SSD1,Crucial,MX500 250GB,172,104,15079,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,173,104,61078,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,174,104,302,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,175,104,31886,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,176,104,1461,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,177,103,73,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,MZ-76E250B,Samsung,860 Evo 250GB,178,103,63699,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,179,103,11316,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,180,103,4746,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,181,102,28427,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,CT480BX300SSD1,Crucial,BX300 480GB,182,102,1425,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,183,102,2933,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,WDS100T2B0A,WD,Blue 3D 1TB,184,101,4672,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,185,101,1897,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,MZ-76E4T0BW,Samsung,860 QVO 4TB,186,101,11,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76E4T0B/AM,Samsung,860 QVO 4TB,186,101,11,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,187,100,591,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,188,99.3,8390,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,189,99,7423,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,MZ-76Q1T0BW,Samsung,860 QVO 1TB,190,98.8,2057,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,MZ-76Q1T0B/AM,Samsung,860 QVO 1TB,190,98.8,2057,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,WDS500G2B0A,WD,Blue 3D 500GB,191,98.6,10621,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,192,98.2,3100,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,193,98,49,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,ASU800SS-256GT-C,Adata,Ultimate SU800 256GB,194,97.6,11638,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,195,97.5,391,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
SSD,MZ-75E120B,Samsung,850 Evo 120GB,196,97.4,29874,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,MDNVME80-SBX-0128,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,197,97.2,74,https://ssd.userbenchmark.com/SpeedTest/431053/SBX
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,198,96.3,5645,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,199,96,438,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,SDSSDXPS-960G-G25,SanDisk,Extreme Pro 960GB,200,95.9,1116,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581
SSD,CT240BX300SSD1,Crucial,BX300 240GB,201,95.8,3167,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,202,95.6,831,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,WDS200T2B0A,WD,Blue 3D 2TB,203,95.6,404,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,MZ-750250BW,Samsung,750 EVO 250GB,204,95.5,31824,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,205,95.2,100545,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,206,95,5076,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,207,94.9,2273,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,208,94.8,191,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,209,94.5,934,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,SDSSDXPS-480G-G25,SanDisk,Extreme Pro 480GB,210,94.5,3996,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476
SSD,CT250MX200SSD1,Crucial,MX200 250GB,211,94.4,10447,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,MZ-750120BW,Samsung,750 EVO 120GB,212,93.4,9105,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB
SSD,VTR180-25SAT3-480G,Toshiba,OCZ VT180 480GB,213,93.3,54,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,214,93.1,200,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180
SSD,VTR1-25SAT3-512G,OCZ,Vector 512GB,215,92.9,187,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR
SSD,PX-512M6Pro,Plextor,M6 Pro 512GB,216,92.6,102,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,217,92.6,255,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,218,92.6,7609,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645
SSD,CT512M550SSD1,Crucial,M550 512GB,219,92.6,2374,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,220,92.6,32899,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,VX500-25SAT3-512G,Toshiba,OCZ VX500 512GB,221,92.4,66,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500
SSD,VTX4-25SAT3-512G,OCZ,Vertex 4 512GB,222,92.3,788,https://ssd.userbenchmark.com/SpeedTest/4340/OCZ-VERTEX4
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,223,92,3610,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,PX-256M6Pro,Plextor,M6 Pro 256GB,224,92,500,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro
SSD,SSD7CS1311-960-RB,PNY,CS1311 960GB,225,92,1144,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617
SSD,CT120BX300SSD1,Crucial,BX300 120GB,226,92,1890,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945
SSD,CT512M550SSD4,Crucial,M550 SATA M.2 512GB,227,91.9,103,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,228,91.9,12,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,229,91.9,84,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4
SSD,CT750MX300SSD1,Crucial,MX300 750GB,230,91.7,10591,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644
SSD,WDS100T1B0B,WD,Blue SATA M.2 1TB,231,91.6,720,https://ssd.userbenchmark.com/SpeedTest/199326/WDC-WDS100T1B0B-00AS40
SSD,CT1000BX100SSD1,Crucial,BX100 1TB,232,91.5,734,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1
SSD,VTX4-25SAT3-256G,OCZ,Vertex 4 256GB,233,91.4,4690,https://ssd.userbenchmark.com/OCZ-Vertex-4-256GB/Rating/1315
SSD,VTR1-25SAT3-256G,OCZ,Vector 256GB,234,91.4,1283,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424
SSD,SHSS37A/240G,HyperX,Savage 240GB,235,91.2,17826,https://ssd.userbenchmark.com/HyperX-Savage-240GB/Rating/3494
SSD,SSD7CS2211-480-RB,PNY,CS2211 480GB,236,91.2,904,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,SSD7CS2211-480-PB,PNY,CS2211 480GB,236,91.2,904,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,SDSSDXPS-240G,SanDisk,Extreme Pro 240GB,237,91.2,5513,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-240GB/Rating/2356
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,238,91.1,578,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508
SSD,PI480GS25SSDR,Patriot,Ignite 480GB,239,91.1,1013,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574
SSD,VTX460A-25SAT3-480G,OCZ,Vertex 460A 480GB,240,91,259,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A
SSD,2AP98AA#ABL,HP,S700 Pro 256GB,241,91,340,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro
SSD,CT1050MX300SSD4,Crucial,MX300 SATA M.2 1TB,242,90.9,2518,https://ssd.userbenchmark.com/SpeedTest/182535/Crucial-CT1050MX300SSD4
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,243,90.9,722,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,SDSSDXP-240G-G25,SanDisk,Extreme II 240GB,244,90.8,1452,https://ssd.userbenchmark.com/SanDisk-Extreme-II-240GB/Rating/1545
SSD,CT500BX100SSD1,Crucial,BX100 500GB,245,90.7,5287,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474
SSD,PX-512M6V,Plextor,M6V 512GB,246,90.6,28,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V
SSD,CT1024M550SSD1,Crucial,M550 1TB,247,90.5,844,https://ssd.userbenchmark.com/SpeedTest/7108/Crucial-CT1024M550SSD1
SSD,SHSS37A/960G,HyperX,Savage 960GB,248,90.5,714,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580
SSD,ASU800SS-128GT-C,Adata,Ultimate SU800 128GB,249,90.3,11711,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-128GB/Rating/3911
SSD,VTX460A-25SAT3-240G,OCZ,Vertex 460A 240GB,250,90.3,714,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147
SSD,VTR150-25SAT3-240G,OCZ,Vector 150 240GB,251,90.2,1079,https://ssd.userbenchmark.com/OCZ-Vector-150-240GB/Rating/1748
SSD,RADEON-R7SSD-480G,OCZ,AMD Radeon R7 480GB,252,90.2,467,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507
SSD,MZ-7TE120BW,Samsung,840 Evo 120GB,253,90.2,52522,https://ssd.userbenchmark.com/Samsung-840-Evo-120GB/Rating/1886
SSD,CT256M550SSD1,Crucial,M550 256GB,254,90.1,4652,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000
SSD,PX-256M5P,Plextor,M5 Pro 256GB,255,89.8,1086,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410
SSD,MKNSSDRE1TB,Mushkin,Reactor 1TB,256,89.7,4020,https://ssd.userbenchmark.com/Mushkin-Reactor-1TB/Rating/3583
SSD,CSSD-N960GBXT,Corsair,Neutron XT 960GB,257,89.5,84,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD
SSD,RVD3X2-FHPX4-480G,OCZ,RevoDrive 3 X2 PCIe 480GB,258,89.3,154,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2
SSD,CSSD-F512GBLX,Corsair,Force LX 512GB,259,89.2,253,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD
SSD,VTR180-25SAT3-240G,OCZ,Vector 180 240GB,260,89.1,703,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493
SSD,SSD7CS2211-960-RB,PNY,CS2211 960GB,261,89,129,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,SSD7CS2211-960-PB,PNY,CS2211 960GB,261,89,129,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,VTX460-25SAT3-240G,OCZ,Vertex 460 240GB,262,89,937,https://ssd.userbenchmark.com/OCZ-Vertex-460-240GB/Rating/2043
SSD,RADEON-R7SSD-240G,OCZ,AMD Radeon R7 240GB,263,88.9,1576,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-240GB/Rating/2492
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,264,88.8,79,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180
SSD,MKNSSDRE512GB,Mushkin,Reactor 512GB,265,88.8,500,https://ssd.userbenchmark.com/Mushkin-Reactor-512GB/Rating/3584
SSD,TRN150-25SAT3-960G,OCZ,Trion 150 960GB,266,88.7,1771,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621
SSD,CT512M550SSD3,Crucial,M550 mSATA 512GB,267,88.3,269,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3
SSD,SSDPEKKF128GX1,Intel,Pro 6000p NVMe PCIe M.2 128GB,268,88.3,34,https://ssd.userbenchmark.com/SpeedTest/275754/INTEL-SSDPEKKF128G7
SSD,CT256M550SSD3,Crucial,M550 mSATA 256GB,269,88.2,473,https://ssd.userbenchmark.com/SpeedTest/8589/Crucial-CT256M550SSD3
SSD,HDTS451XZSTA,Toshiba,Q300 Pro 512GB,270,88.2,69,https://ssd.userbenchmark.com/SpeedTest/57809/TOSHIBA-Q300-Pro
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,271,88.1,70,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000
SSD,ZTSSD-A5P-480G-PE,Zotac,Premium Edition 480GB,272,88,187,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599
SSD,SSD7CS1311-480-RB,PNY,CS1311 480GB,273,87.9,5078,https://ssd.userbenchmark.com/PNY-CS1311-480GB/Rating/3616
SSD,MKNSSDST960GB,Mushkin,Striker 960GB,274,87.9,11,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB
SSD,PX-512M6S,Plextor,M6S 512GB,275,87.6,61,https://ssd.userbenchmark.com/Plextor-M6S-512GB/Rating/3506
SSD,SDSSDXP-480G-G25,SanDisk,Extreme II 480GB,276,87.5,801,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G
SSD,ASP610SS3-1TM-C,Adata,Premier SP610 1TB,277,87.4,76,https://ssd.userbenchmark.com/SpeedTest/19263/ADATA-SP610
SSD,GP-GSM2NE8128GNTD,Gigabyte,NVMe PCIe M.2 128GB,278,87.2,146,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD
SSD,,PNY,SSD2SC240G5SA754D117-511 240GB,279,87.2,283,https://ssd.userbenchmark.com/SpeedTest/11704/SSD2SC240G5SA754D117-511
SSD,SSDSC2BB800G4,Intel,S3500 Series 800GB,280,87.2,103,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4
SSD,VTX450-25SAT3-256G,OCZ,Vertex 450 256GB,281,87.1,258,https://ssd.userbenchmark.com/OCZ-Vertex-450-256GB/Rating/1605
SSD,PX-128M6S,Plextor,M6S 128GB,282,87.1,1818,https://ssd.userbenchmark.com/Plextor-M6S-128GB/Rating/2225
SSD,VTX460-25SAT3-480G,OCZ,Vertex 460 480GB,283,87,210,https://ssd.userbenchmark.com/SpeedTest/11920/OCZ-VERTEX460
SSD,VTX4-25SAT3-128G,OCZ,Vertex 4 128GB,284,87,9326,https://ssd.userbenchmark.com/OCZ-Vertex-4-128GB/Rating/1895
SSD,,Samsung,MZFLV256 NVMe PCIe M.2 256GB,285,86.9,2995,https://ssd.userbenchmark.com/SpeedTest/37597/NVMe-SAMSUNG-MZFLV256
SSD,,OCZ,AGILITY3 256GB,286,86.8,5,https://ssd.userbenchmark.com/SpeedTest/9551/OCZ-AGILITY3
SSD,SDSSDHII-480G-G25,SanDisk,Ultra II 480GB,287,86.7,27000,https://ssd.userbenchmark.com/SanDisk-Ultra-II-480GB/Rating/3473
SSD,CT512MX100SSD1,Crucial,MX100 512GB,288,86.6,14888,https://ssd.userbenchmark.com/Crucial-MX100-512GB/Rating/3475
SSD,WDS100T1B0A,WD,Blue 1TB,289,86.6,2915,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0
SSD,SKC400S37/256G,Kingston,SSDNow KC400 256GB,290,86.5,975,https://ssd.userbenchmark.com/SpeedTest/79042/KINGSTON-SKC400S37256G
SSD,TS256GSSD370S,Transcend,SSD370S 256GB,291,86.4,5142,https://ssd.userbenchmark.com/SpeedTest/26718/TS256GSSD370S
SSD,TS512GSSD370,Transcend,SSD370 512GB,292,86.3,805,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472
SSD,WDS500G1B0B,WD,Blue SATA M.2 500GB,293,86.3,2630,https://ssd.userbenchmark.com/SpeedTest/209713/WDC-WDS500G1B0B-00AS40
SSD,WDS250G2B0A,WD,Blue 3D 250GB,294,86.2,6752,https://ssd.userbenchmark.com/WD-Blue-3D-250GB/Rating/3948
SSD,WDS250G2B0B,WD,Blue 3D SATA M.2 250GB,295,86.2,4360,https://ssd.userbenchmark.com/SpeedTest/341807/WDC-WDS250G2B0B-00YS70
SSD,SHSS37A/120G,HyperX,Savage 120GB,296,86.1,3113,https://ssd.userbenchmark.com/HyperX-Savage-120GB/Rating/3496
SSD,MZ-7PD128BW,Samsung,840 Pro 128GB,297,86.1,20000,https://ssd.userbenchmark.com/Samsung-840-Pro-128GB/Rating/1890
SSD,CT128M550SSD1,Crucial,M550 128GB,298,86,1255,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485
SSD,GP-GSTFS30512GTTD,Gigabyte,UD PRO 512GB,299,86,558,https://ssd.userbenchmark.com/SpeedTest/522549/GIGABYTE-GP-GSTFS30512GTTD
SSD,PI240GS325SSDR,Patriot,Ignite 240GB,300,86,384,https://ssd.userbenchmark.com/Patriot-Ignite-240GB/Rating/3573
SSD,CT250BX100SSD1,Crucial,BX100 250GB,301,86,16947,https://ssd.userbenchmark.com/Crucial-BX100-250GB/Rating/3145
SSD,SDSSDH3-250G-G25,SanDisk,Ultra 3D 250GB,302,85.9,1706,https://ssd.userbenchmark.com/SanDisk-Ultra-3D-250GB/Rating/3952
SSD,ARC100-25SAT3-240G,OCZ,ARC 100 240GB,303,85.9,6146,https://ssd.userbenchmark.com/OCZ-ARC-100-240GB/Rating/2603
SSD,CT525MX300SSD4,Crucial,MX300 SATA M.2 525GB,304,85.8,7912,https://ssd.userbenchmark.com/SpeedTest/174014/Crucial-CT525MX300SSD4
SSD,PX-256M6V,Plextor,M6V 256GB,305,85.8,243,https://ssd.userbenchmark.com/Plextor-M6V-256GB/Rating/3499
SSD,,Samsung,MZ7PD256HAFV-000H7 256GB,306,85.7,1349,https://ssd.userbenchmark.com/SpeedTest/4570/SAMSUNG-MZ7PD256HAFV-000H7
SSD,SDSSDXP-120G-G25,SanDisk,Extreme II 120GB,307,85.6,857,https://ssd.userbenchmark.com/SanDisk-Extreme-II-120GB/Rating/1889
SSD,CT525MX300SSD1,Crucial,MX300 525GB,308,85.6,38934,https://ssd.userbenchmark.com/Crucial-MX300-525GB/Rating/3643
SSD,RADEON-R7SSD-120G,OCZ,AMD Radeon R7 120GB,309,85.6,950,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-120GB/Rating/3492
SSD,ARC100-25SAT3-480G,OCZ,ARC 100 480GB,310,85.5,962,https://ssd.userbenchmark.com/OCZ-ARC-100-480GB/Rating/3471
SSD,WDS500G1B0A,WD,Blue 500GB,311,85.5,7846,https://ssd.userbenchmark.com/SpeedTest/192687/WDC-WDS500G1B0A-00H9H0
SSD,TRN150-25SAT3-480G,OCZ,Trion 150 480GB,312,85.5,5939,https://ssd.userbenchmark.com/OCZ-Trion-150-480GB/Rating/3620
