Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,none,Samsung,HN-M750MBB 750GB,514,40,603,https://hdd.userbenchmark.com/SpeedTest/121/SAMSUNG-HN-M750MBB
HDD,none,Seagate,ST3160318AS 160GB,515,40,6994,https://hdd.userbenchmark.com/SpeedTest/1676/ST3160318AS
HDD,none,Toshiba,MQ01ABD032 320GB,516,39.7,3230,https://hdd.userbenchmark.com/SpeedTest/3087/TOSHIBA-MQ01ABD032
HDD,none,Hitachi,HTS725032A9A364 320GB,517,39.6,3155,https://hdd.userbenchmark.com/SpeedTest/3403/Hitachi-HTS725032A9A364
HDD,none,Samsung,HN-M500MBB 500GB,518,39.6,1711,https://hdd.userbenchmark.com/SpeedTest/4774/SAMSUNG-HN-M500MBB
HDD,none,WD,WD5000AVDS-63U7B1 500GB,520,39.4,5665,https://hdd.userbenchmark.com/SpeedTest/3450/WDC-WD5000AVDS-63U7B1
HDD,none,WD,WD740ADFS-00SLR5 74GB,521,39.4,31,https://hdd.userbenchmark.com/SpeedTest/4376/WDC-WD740ADFS-00SLR5
HDD,none,WD,WD10EACS-00ZJB0 1TB,522,39.4,12080,https://hdd.userbenchmark.com/SpeedTest/1758/WDC-WD10EACS-00ZJB0
HDD,none,Hitachi,HTS723232A7A364 320GB,523,39.3,5465,https://hdd.userbenchmark.com/SpeedTest/2190/HITACHI-HTS723232A7A364
HDD,none,Toshiba,MK3265GSX H 320GB,524,39.3,432,https://hdd.userbenchmark.com/SpeedTest/6469/TOSHIBA-MK3265GSX-H
HDD,none,WD,WD6400AACS-00G8B1 640GB,525,39.2,3671,https://hdd.userbenchmark.com/SpeedTest/2285/WDC-WD6400AACS-00G8B1
HDD,none,WD,WD1500ADFD-00NLR1 150GB,526,39.1,1245,https://hdd.userbenchmark.com/SpeedTest/1836/WDC-WD1500ADFD-00NLR1
HDD,none,WD,WD5000ABYS-01TNA0 500GB,527,39.1,684,https://hdd.userbenchmark.com/SpeedTest/5181/WDC-WD5000ABYS-01TNA0
HDD,none,Hitachi,HTS54757 750GB,528,38.9,170,https://hdd.userbenchmark.com/SpeedTest/6112/Hitachi-HTS54757
HDD,none,Seagate,ST3320310CS 320GB,529,38.9,1835,https://hdd.userbenchmark.com/SpeedTest/10402/ST3320310CS
HDD,none,Seagate,ST3250310CS 250GB,530,38.8,1240,https://hdd.userbenchmark.com/SpeedTest/7048/ST3250310CS
HDD,none,Seagate,ST640LM000 HM641JI 640GB,532,38.8,763,https://hdd.userbenchmark.com/SpeedTest/9709/ST640LM000-HM641JI
HDD,none,WD,WD740ADFD-00NLR1 74GB,534,38.7,711,https://hdd.userbenchmark.com/SpeedTest/3613/WDC-WD740ADFD-00NLR1
HDD,none,Seagate,ST750LM022 HN-M750MBB 750GB,535,38.7,14850,https://hdd.userbenchmark.com/SpeedTest/434/ST750LM022-HN-M750MBB
HDD,none,Maxtor,ST3320630NS 324GB,536,38.6,35,https://hdd.userbenchmark.com/SpeedTest/9541/Maxtor--ST3320630NS
HDD,none,WD,WD1600ADFS-60SLR2 160GB,537,38.6,194,https://hdd.userbenchmark.com/SpeedTest/10871/WDC-WD1600ADFS-60SLR2
HDD,none,Toshiba,MK7575GSX 750GB,538,38.6,3125,https://hdd.userbenchmark.com/SpeedTest/2614/TOSHIBA-MK7575GSX
HDD,none,Hitachi,HUA721010KLA330 1TB,539,38.5,4216,https://hdd.userbenchmark.com/SpeedTest/3043/Hitachi-HUA721010KLA330
HDD,none,WD,WD1500AHFD-00RAR5 150GB,540,38.3,646,https://hdd.userbenchmark.com/SpeedTest/1770/WDC-WD1500AHFD-00RAR5
HDD,none,Hitachi,HDT721025SLA380 250GB,541,38.3,983,https://hdd.userbenchmark.com/SpeedTest/2907/Hitachi-HDT721025SLA380
HDD,none,WD,WD10S21X-24R1BT0-SSHD-8GB 1TB,542,38.2,9822,https://hdd.userbenchmark.com/SpeedTest/12991/WDC-WD10S21X-24R1BT0-SSHD-8GB
HDD,none,Hitachi,HTS54505 500GB,544,38.2,304,https://hdd.userbenchmark.com/SpeedTest/1400/Hitachi-HTS54505
HDD,none,Hitachi,HDP725050GLAT80 500GB,545,38.2,97,https://hdd.userbenchmark.com/SpeedTest/2621/Hitachi-HDP725050GLAT80
HDD,none,Seagate,ST9320421AS 320GB,546,38.2,536,https://hdd.userbenchmark.com/SpeedTest/6523/ST9320421AS
HDD,none,Samsung,HN-M101M 1TB,547,38.2,19,https://hdd.userbenchmark.com/SpeedTest/5762/SAMSUNG-HN-M101M
HDD,none,Seagate,ST9250410AS 250GB,548,38.2,4144,https://hdd.userbenchmark.com/SpeedTest/525/ST9250410AS
HDD,none,Hitachi,HDS721075KLA330 750GB,549,38.1,1697,https://hdd.userbenchmark.com/SpeedTest/1370/Hitachi-HDS721075KLA330
HDD,none,Hitachi,HDS721010KLA330 1TB,551,38,4470,https://hdd.userbenchmark.com/SpeedTest/2888/Hitachi-HDS721010KLA330
HDD,none,Toshiba,MK3256GSY 320GB,553,37.9,792,https://hdd.userbenchmark.com/SpeedTest/5782/TOSHIBA-MK3256GSY
HDD,none,WD,WD6400AAVS-00G9B1 640GB,554,37.8,1413,https://hdd.userbenchmark.com/SpeedTest/3045/WDC-WD6400AAVS-00G9B1
HDD,none,Seagate,ST9250421ASG 250GB,555,37.7,163,https://hdd.userbenchmark.com/SpeedTest/6246/ST9250421ASG
HDD,none,Seagate,ST9320423ASG 320GB,556,37.4,158,https://hdd.userbenchmark.com/SpeedTest/7583/ST9320423ASG
HDD,none,WD,WD10TPVT-00H 1TB,557,37.4,726,https://hdd.userbenchmark.com/SpeedTest/6175/WDC-WD10TPVT-00H
HDD,none,WD,WD800ADFS-75SLR2 80GB,559,37.4,166,https://hdd.userbenchmark.com/SpeedTest/268/WDC-WD800ADFS-75SLR2
HDD,none,Samsung,HD200HJ 200GB,560,37.3,1403,https://hdd.userbenchmark.com/SpeedTest/1948/SAMSUNG-HD200HJ
HDD,none,Toshiba,MK1059GSM 1TB,561,37.3,1923,https://hdd.userbenchmark.com/SpeedTest/1480/TOSHIBA-MK1059GSM
HDD,none,WD,WD3200BJKT-00F4T0 320GB,562,37.2,356,https://hdd.userbenchmark.com/SpeedTest/6337/WDC-WD3200BJKT-00F4T0
HDD,none,Toshiba,MK6459GSX 640GB,564,37,117,https://hdd.userbenchmark.com/SpeedTest/1212/TOSHIBA-MK6459GSX
HDD,none,Toshiba,MK6476GSXN 640GB,566,36.8,303,https://hdd.userbenchmark.com/SpeedTest/6224/TOSHIBA-MK6476GSXN
HDD,none,WD,WD5001ABYS-01YNA0 500GB,568,36.6,503,https://hdd.userbenchmark.com/SpeedTest/5765/WDC-WD5001ABYS-01YNA0
HDD,none,Toshiba,MK1665GSX 160GB,569,36.5,526,https://hdd.userbenchmark.com/SpeedTest/9119/TOSHIBA-MK1665GSX
HDD,none,Seagate,ST9320421ASG 320GB,570,36.5,174,https://hdd.userbenchmark.com/SpeedTest/10280/ST9320421ASG
HDD,none,WD,WD1600BJKT-75F4T0 160GB,571,36.5,482,https://hdd.userbenchmark.com/SpeedTest/5905/WDC-WD1600BJKT-75F4T0
HDD,none,Samsung,HM501II 500GB,572,36.4,508,https://hdd.userbenchmark.com/SpeedTest/8100/SAMSUNG-HM501II
HDD,none,WD,WD1600AVJS-63SWA0 160GB,573,36.4,626,https://hdd.userbenchmark.com/SpeedTest/2491/WDC-WD1600AVJS-63SWA0
HDD,none,Maxtor,STM3320620AS 320GB,574,36.4,1106,https://hdd.userbenchmark.com/SpeedTest/3702/MAXTOR-STM3320620AS
HDD,none,Seagate,ST9160411ASG 160GB,575,36.4,431,https://hdd.userbenchmark.com/SpeedTest/1633/ST9160411ASG
HDD,none,Seagate,ST9320423AS 320GB,576,36.3,5665,https://hdd.userbenchmark.com/SpeedTest/131/ST9320423AS
HDD,none,Seagate,ST3320620NS 320GB,577,36.3,547,https://hdd.userbenchmark.com/SpeedTest/5481/ST3320620NS
HDD,none,Seagate,ST9750423AS 750GB,578,36.3,1665,https://hdd.userbenchmark.com/SpeedTest/935/ST9750423AS
HDD,none,Toshiba,MK6465GSXN 640GB,579,36.3,785,https://hdd.userbenchmark.com/SpeedTest/1267/TOSHIBA-MK6465GSXN
HDD,none,Maxtor,STM3500630AS 500GB,580,36.2,947,https://hdd.userbenchmark.com/SpeedTest/1780/MAXTOR-STM3500630AS
HDD,none,Toshiba,MK1059GSMP 1TB,581,36.2,1170,https://hdd.userbenchmark.com/SpeedTest/604/TOSHIBA-MK1059GSMP
HDD,none,WD,WD1000FYPS-01ZKB0 1TB,583,36.1,747,https://hdd.userbenchmark.com/SpeedTest/9121/WDC-WD1000FYPS-01ZKB0
HDD,none,Seagate,ST1000LM002-9VQ14L 1TB,584,36,144,https://hdd.userbenchmark.com/SpeedTest/9979/ST1000LM002-9VQ14L
HDD,none,Samsung,HM251HI 250GB,585,36,376,https://hdd.userbenchmark.com/SpeedTest/6909/SAMSUNG-HM251HI
HDD,none,,GB0500C4413 500GB,586,35.9,199,https://hdd.userbenchmark.com/SpeedTest/1828/GB0500C4413
HDD,none,Hitachi,HTS543216A7A384 160GB,587,35.9,365,https://hdd.userbenchmark.com/SpeedTest/6327/Hitachi-HTS543216A7A384
HDD,none,WD,WD5000AACS-00ZUB0 500GB,590,35.8,9486,https://hdd.userbenchmark.com/SpeedTest/1623/WDC-WD5000AACS-00ZUB0
HDD,none,Seagate,ST3300620AS 300GB,591,35.8,267,https://hdd.userbenchmark.com/SpeedTest/6252/ST3300620AS
HDD,none,Seagate,ST3250620NS 250GB,592,35.7,814,https://hdd.userbenchmark.com/SpeedTest/3394/ST3250620NS
HDD,none,Samsung,HM641JI 640GB,593,35.6,4691,https://hdd.userbenchmark.com/SpeedTest/2867/SAMSUNG-HM641JI
HDD,none,WD,WD3201ABYS-01B9A0 320GB,594,35.5,234,https://hdd.userbenchmark.com/SpeedTest/6707/WDC-WD3201ABYS-01B9A0
HDD,none,Seagate,ST9640423AS 640GB,595,35.5,704,https://hdd.userbenchmark.com/SpeedTest/1709/ST9640423AS
HDD,none,Seagate,ST1000LM010-9YH146 1TB,596,35.5,986,https://hdd.userbenchmark.com/SpeedTest/4168/ST1000LM010-9YH146
HDD,none,WD,WD5000AVVS-63H0B1 500GB,597,35.5,3927,https://hdd.userbenchmark.com/SpeedTest/2986/WDC-WD5000AVVS-63H0B1
HDD,none,Seagate,ST3250820NS 250GB,598,35.3,120,https://hdd.userbenchmark.com/SpeedTest/11777/ST3250820NS
HDD,none,WD,WD1601ABYS-01C0A0 165GB,600,35.2,158,https://hdd.userbenchmark.com/SpeedTest/6509/WDC-WD1601ABYS-01C0A0
HDD,none,Hitachi,HCC547550A9E380 500GB,601,35.1,239,https://hdd.userbenchmark.com/SpeedTest/8947/Hitachi-HCC547550A9E380
HDD,none,WD,WD7500AACS-00D6B0 750GB,603,35.1,2229,https://hdd.userbenchmark.com/SpeedTest/3233/WDC-WD7500AACS-00D6B0
HDD,none,Samsung,HM321HI 320GB,604,35.1,4686,https://hdd.userbenchmark.com/SpeedTest/2705/SAMSUNG-HM321HI
HDD,none,Seagate,ST9160412ASG 160GB,605,35,360,https://hdd.userbenchmark.com/SpeedTest/4331/ST9160412ASG
HDD,none,Hitachi,HDS721032CLA362 320GB,606,34.9,3860,https://hdd.userbenchmark.com/SpeedTest/3419/Hitachi-HDS721032CLA362
HDD,none,Seagate,ST3300820SCE 300GB,607,34.9,365,https://hdd.userbenchmark.com/SpeedTest/1944/ST3300820SCE
HDD,none,Seagate,ST3500630AS 500GB,608,34.9,12889,https://hdd.userbenchmark.com/SpeedTest/20/ST3500630AS
HDD,none,Hitachi,Touro Mobile 3.0 1TB,609,34.9,472,https://hdd.userbenchmark.com/SpeedTest/3230/HGST-Touro-Mobile-30
HDD,none,Seagate,ST3500830AS 500GB,610,34.8,3560,https://hdd.userbenchmark.com/SpeedTest/3724/ST3500830AS
HDD,none,Seagate,ST3360320AS 360GB,612,34.8,3362,https://hdd.userbenchmark.com/SpeedTest/1850/ST3360320AS
HDD,none,Seagate,ST3400820AS 400GB,613,34.7,469,https://hdd.userbenchmark.com/SpeedTest/3144/ST3400820AS
HDD,none,Hitachi,HTS723232L9SA60 320GB,614,34.7,216,https://hdd.userbenchmark.com/SpeedTest/6838/HITACHI-HTS723232L9SA60
HDD,none,Seagate,ST9640320AS 640GB,615,34.7,1997,https://hdd.userbenchmark.com/SpeedTest/492/ST9640320AS
HDD,none,Seagate,ST3750840AS 750GB,616,34.6,446,https://hdd.userbenchmark.com/SpeedTest/3075/ST3750840AS
HDD,none,WD,WD5000AAVS-00ZTB0 500GB,617,34.6,6478,https://hdd.userbenchmark.com/SpeedTest/947/WDC-WD5000AAVS-00ZTB0
HDD,none,Hitachi,HCS5C3232SLA380 320GB,618,34.6,370,https://hdd.userbenchmark.com/SpeedTest/8115/Hitachi-HCS5C3232SLA380
HDD,none,Toshiba,MK6465GSX 640GB,619,34.5,2077,https://hdd.userbenchmark.com/SpeedTest/994/TOSHIBA-MK6465GSX
HDD,none,Seagate,ST3320820AS 320GB,620,34.4,6375,https://hdd.userbenchmark.com/SpeedTest/1469/ST3320820AS
HDD,none,Hitachi,HCS545050GLA380 500GB,622,34.4,164,https://hdd.userbenchmark.com/SpeedTest/2081/Hitachi-HCS545050GLA380
HDD,none,Toshiba,MK6475GS 640GB,623,34.4,44,https://hdd.userbenchmark.com/SpeedTest/3610/TOSHIBA-MK6475GS
HDD,none,Seagate,ST3320820SCE 320GB,624,34.3,496,https://hdd.userbenchmark.com/SpeedTest/7203/ST3320820SCE
HDD,none,Maxtor,S TM3320820AS 320GB,625,34.3,160,https://hdd.userbenchmark.com/SpeedTest/2573/MAXTOR-S-TM3320820AS
HDD,none,Seagate,ST3500630NS 500GB,626,34.3,1918,https://hdd.userbenchmark.com/SpeedTest/1456/ST3500630NS
HDD,none,Maxtor,STM3320620AS 320GB,627,34.3,10,https://hdd.userbenchmark.com/SpeedTest/7871/MAXTOR--STM3320620AS
HDD,none,Fujitsu,MJA2250BH G2 250GB,628,34.3,497,https://hdd.userbenchmark.com/SpeedTest/4346/FUJITSU-MJA2250BH-G2
HDD,none,Seagate,ST3400620NS 400GB,629,34.2,374,https://hdd.userbenchmark.com/SpeedTest/9788/ST3400620NS
HDD,none,Samsung,HD321KJ 320GB,631,34.2,7252,https://hdd.userbenchmark.com/SpeedTest/1934/SAMSUNG-HD321KJ
HDD,none,Excelstor,Technology V8160 165GB,632,34.1,20,https://hdd.userbenchmark.com/SpeedTest/6697/ExcelStor-Technology-V8160
HDD,none,Hitachi,HTS723232L9A360 320GB,633,34.1,682,https://hdd.userbenchmark.com/SpeedTest/6590/Hitachi-HTS723232L9A360
HDD,none,WD,WD5000AAKB-00H8A0 500GB,634,34.1,708,https://hdd.userbenchmark.com/SpeedTest/4691/WDC-WD5000AAKB-00H8A0
HDD,none,WD,WD7500AYPS-01ZKB0 750GB,635,34.1,109,https://hdd.userbenchmark.com/SpeedTest/7309/WDC-WD7500AYPS-01ZKB0
HDD,none,Toshiba,MK3265GSX 320GB,636,34.1,2126,https://hdd.userbenchmark.com/SpeedTest/382/TOSHIBA-MK3265GSX
HDD,none,Samsung,HD320KJ 320GB,637,34.1,1597,https://hdd.userbenchmark.com/SpeedTest/4162/SAMSUNG-HD320KJ
HDD,none,Seagate,ST9160412AS 160GB,639,34,1191,https://hdd.userbenchmark.com/SpeedTest/2544/ST9160412AS
HDD,none,Seagate,ST3250820AS 250GB,640,34,7696,https://hdd.userbenchmark.com/SpeedTest/1655/ST3250820AS
HDD,none,Fujitsu,MJA2500BH G2 500GB,641,33.9,814,https://hdd.userbenchmark.com/SpeedTest/7426/FUJITSU-MJA2500BH-G2
HDD,none,Hitachi,HTS545050B9SA00 500GB,642,33.9,735,https://hdd.userbenchmark.com/SpeedTest/6645/Hitachi-HTS545050B9SA00
HDD,none,Maxtor,STM3320820AS 320GB,643,33.9,2077,https://hdd.userbenchmark.com/SpeedTest/1541/MAXTOR-STM3320820AS
HDD,none,Hitachi,HTS545032B9SA02 320GB,644,33.8,217,https://hdd.userbenchmark.com/SpeedTest/11306/Hitachi-HTS545032B9SA02
HDD,none,Seagate,ST3250620AS 250GB,645,33.8,3626,https://hdd.userbenchmark.com/SpeedTest/2769/ST3250620AS
HDD,none,Seagate,ST3750640AS 750GB,646,33.8,3466,https://hdd.userbenchmark.com/SpeedTest/1206/ST3750640AS
HDD,none,Samsung,HD160HJ 160GB,647,33.7,840,https://hdd.userbenchmark.com/SpeedTest/5876/SAMSUNG-HD160HJ
HDD,none,Maxtor,STM3250820AS 250GB,648,33.7,1532,https://hdd.userbenchmark.com/SpeedTest/1310/MAXTOR-STM3250820AS
HDD,none,Samsung,HM400JI 400GB,649,33.7,82,https://hdd.userbenchmark.com/SpeedTest/10816/SAMSUNG-HM400JI
HDD,none,Hitachi,HTS547564A9E384 640GB,650,33.7,6436,https://hdd.userbenchmark.com/SpeedTest/953/Hitachi-HTS547564A9E384
HDD,none,Samsung,HD082GJ 80GB,651,33.6,870,https://hdd.userbenchmark.com/SpeedTest/5654/SAMSUNG-HD082GJ
HDD,none,Samsung,HM500JI 500GB,652,33.6,3864,https://hdd.userbenchmark.com/SpeedTest/1276/SAMSUNG-HM500JI
HDD,none,Seagate,ST3400620AS 400GB,653,33.6,1491,https://hdd.userbenchmark.com/SpeedTest/5340/ST3400620AS
HDD,none,WD,WD5000YS-18MPB1 500GB,654,33.6,571,https://hdd.userbenchmark.com/SpeedTest/12608/WDC-WD5000YS-18MPB1
HDD,none,WD,WD740GD-00FLA2 74GB,655,33.5,830,https://hdd.userbenchmark.com/SpeedTest/3765/WDC-WD740GD-00FLA2
HDD,none,Seagate,ST3750640NS 750GB,657,33.4,3501,https://hdd.userbenchmark.com/SpeedTest/4285/ST3750640NS
HDD,none,Samsung,HD081GJ 80GB,658,33.4,500,https://hdd.userbenchmark.com/SpeedTest/4836/SAMSUNG-HD081GJ
HDD,none,Hitachi,HDT725050VLA360 500GB,660,33.2,1729,https://hdd.userbenchmark.com/SpeedTest/1926/Hitachi-HDT725050VLA360
HDD,none,Hitachi,HTS723216L9SA60 160GB,661,33.2,388,https://hdd.userbenchmark.com/SpeedTest/1119/HITACHI-HTS723216L9SA60
HDD,none,Toshiba,MK6459GSXP 640GB,663,33.2,893,https://hdd.userbenchmark.com/SpeedTest/2337/TOSHIBA-MK6459GSXP
HDD,none,WD,WD3200AAJB-00J3A0 320GB,664,33,854,https://hdd.userbenchmark.com/SpeedTest/2623/WDC-WD3200AAJB-00J3A0
HDD,none,Hitachi,HDT725050VLA380 500GB,666,33,658,https://hdd.userbenchmark.com/SpeedTest/2605/Hitachi-HDT725050VLA380
HDD,none,Samsung,HM250HI 250GB,668,32.9,1857,https://hdd.userbenchmark.com/SpeedTest/2355/SAMSUNG-HM250HI
HDD,none,Hitachi,HTS54755 500GB,669,32.9,115,https://hdd.userbenchmark.com/SpeedTest/1555/Hitachi-HTS54755
HDD,none,Maxtor,STM3250820A 250GB,670,32.8,222,https://hdd.userbenchmark.com/SpeedTest/9658/MAXTOR-STM3250820A
HDD,none,Hitachi,HTS723216L9A360 160GB,671,32.8,353,https://hdd.userbenchmark.com/SpeedTest/5339/Hitachi-HTS723216L9A360
HDD,none,WD,WD5000KS-00MNB0 500GB,672,32.8,679,https://hdd.userbenchmark.com/SpeedTest/2813/WDC-WD5000KS-00MNB0
HDD,none,Toshiba,MK2576GSX 250GB,673,32.7,403,https://hdd.userbenchmark.com/SpeedTest/1627/TOSHIBA-MK2576GSX
HDD,none,Seagate,ST3500830A 500GB,674,32.6,55,https://hdd.userbenchmark.com/SpeedTest/4792/ST3500830A
HDD,none,Samsung,HD401LJ 400GB,675,32.5,859,https://hdd.userbenchmark.com/SpeedTest/1229/SAMSUNG-HD401LJ
HDD,none,WD,WD1600AAJB-00PVA0 160GB,676,32.4,1001,https://hdd.userbenchmark.com/SpeedTest/4799/WDC-WD1600AAJB-00PVA0
HDD,none,Hitachi,HDS721680PLA380 82GB,677,32.3,497,https://hdd.userbenchmark.com/SpeedTest/7255/Hitachi-HDS721680PLA380
HDD,none,Excelstor,Technology J8160S 160GB,678,32.3,594,https://hdd.userbenchmark.com/SpeedTest/11714/ExcelStor-Technology-J8160S
HDD,none,Hitachi,HDT725032VLA 320GB,679,32.3,293,https://hdd.userbenchmark.com/SpeedTest/10037/Hitachi-HDT725032VLA
HDD,none,Hitachi,HTS547550A9E384 500GB,680,32.3,11812,https://hdd.userbenchmark.com/SpeedTest/938/Hitachi-HTS547550A9E384
HDD,none,WD,WD2500AAJB-00J3A0 250GB,681,32.3,411,https://hdd.userbenchmark.com/SpeedTest/2580/WDC-WD2500AAJB-00J3A0
HDD,none,Maxtor,STM3160811AS 160GB,682,32.2,251,https://hdd.userbenchmark.com/SpeedTest/10214/MAXTOR-STM3160811AS
HDD,none,Seagate,ST320LM001 HN-M320MBB 320GB,683,32.2,2052,https://hdd.userbenchmark.com/SpeedTest/5867/ST320LM001-HN-M320MBB
HDD,none,Toshiba,MK3259GSXP 320GB,684,32.2,1375,https://hdd.userbenchmark.com/SpeedTest/705/TOSHIBA-MK3259GSXP
HDD,none,Samsung,HM320II 320GB,685,32.1,993,https://hdd.userbenchmark.com/SpeedTest/8571/SAMSUNG-HM320II
HDD,none,Toshiba,MK3276GSX 320GB,686,32.1,1819,https://hdd.userbenchmark.com/SpeedTest/7284/TOSHIBA-MK3276GSX
HDD,none,Maxtor,STM3160815AS 160GB,687,32.1,1209,https://hdd.userbenchmark.com/SpeedTest/6381/MAXTOR-STM3160815AS
HDD,none,Fujitsu,MJA2320BH G2 320GB,688,32.1,544,https://hdd.userbenchmark.com/SpeedTest/3975/FUJITSU-MJA2320BH-G2
HDD,none,Samsung,HD400LJ 400GB,689,32,798,https://hdd.userbenchmark.com/SpeedTest/4474/SAMSUNG-HD400LJ
HDD,none,Seagate,ST3200820AS 200GB,690,32,786,https://hdd.userbenchmark.com/SpeedTest/2833/ST3200820AS
HDD,none,WD,WD3200AVVS-63L2B0 320GB,692,31.9,2820,https://hdd.userbenchmark.com/SpeedTest/5116/WDC-WD3200AVVS-63L2B0
HDD,none,Fujitsu,MHZ2160BJ FFS G2 160GB,693,31.9,63,https://hdd.userbenchmark.com/SpeedTest/3938/FUJITSU-MHZ2160BJ-FFS-G2
HDD,none,Toshiba,MK6475GSX 640GB,694,31.9,4522,https://hdd.userbenchmark.com/SpeedTest/3809/TOSHIBA-MK6475GSX
HDD,none,Maxtor,7V300F0 300GB,695,31.9,111,https://hdd.userbenchmark.com/SpeedTest/8427/Maxtor-7V300F0
HDD,none,Maxtor,STM3200820AS 200GB,696,31.9,156,https://hdd.userbenchmark.com/SpeedTest/4619/MAXTOR-STM3200820AS
HDD,none,Seagate,ST332082 0SCE 320GB,697,31.8,54,https://hdd.userbenchmark.com/SpeedTest/4800/ST332082-0SCE
HDD,none,WD,WD5000AAJB-00YRA0 500GB,698,31.7,82,https://hdd.userbenchmark.com/SpeedTest/6902/WDC-WD5000AAJB-00YRA0
HDD,none,Hitachi,HTS723225L9A362 250GB,699,31.7,87,https://hdd.userbenchmark.com/SpeedTest/4098/Hitachi-HTS723225L9A362
HDD,none,Maxtor,6V300F0 300GB,700,31.7,771,https://hdd.userbenchmark.com/SpeedTest/2286/Maxtor-6V300F0
HDD,none,Hitachi,HTS545032B9SA00 320GB,702,31.7,507,https://hdd.userbenchmark.com/SpeedTest/10455/Hitachi-HTS545032B9SA00
HDD,none,Hitachi,HDT725032VLA360 320GB,703,31.6,2125,https://hdd.userbenchmark.com/SpeedTest/1265/Hitachi-HDT725032VLA360
HDD,none,Hitachi,HTS545050KTA300 500GB,704,31.5,119,https://hdd.userbenchmark.com/SpeedTest/9294/Hitachi-HTS545050KTA300
HDD,none,Toshiba,MK5059GSXP 500GB,705,31.5,2553,https://hdd.userbenchmark.com/SpeedTest/2764/TOSHIBA-MK5059GSXP
HDD,none,WD,WD3200AAVS-00ZTB0 320GB,706,31.5,239,https://hdd.userbenchmark.com/SpeedTest/5519/WDC-WD3200AAVS-00ZTB0
HDD,none,Toshiba,MK6476GSX 640GB,707,31.5,1846,https://hdd.userbenchmark.com/SpeedTest/795/TOSHIBA-MK6476GSX
HDD,none,Seagate,ST3250620A 250GB,708,31.5,314,https://hdd.userbenchmark.com/SpeedTest/8803/ST3250620A
HDD,none,Hitachi,HDT725032VLA380 320GB,709,31.4,2520,https://hdd.userbenchmark.com/SpeedTest/2691/Hitachi-HDT725032VLA380
HDD,none,Samsung,HD161HJ 160GB,710,31.4,9013,https://hdd.userbenchmark.com/SpeedTest/1496/SAMSUNG-HD161HJ
HDD,none,Hitachi,HTS545050B9A300 500GB,711,31.3,8503,https://hdd.userbenchmark.com/SpeedTest/1634/Hitachi-HTS545050B9A300
HDD,none,WD,WD1600AVBS-63SVA0 160GB,712,31.3,249,https://hdd.userbenchmark.com/SpeedTest/3472/WDC-WD1600AVBS-63SVA0
HDD,none,Maxtor,STM3320820A 320GB,713,31.3,132,https://hdd.userbenchmark.com/SpeedTest/5392/MAXTOR-STM3320820A
HDD,none,Samsung,HD252KJ 250GB,714,31.2,722,https://hdd.userbenchmark.com/SpeedTest/3923/SAMSUNG-HD252KJ
HDD,none,Seagate,ST3250820A 250GB,715,31.2,384,https://hdd.userbenchmark.com/SpeedTest/709/ST3250820A
HDD,none,Toshiba,MK5065GSXN 500GB,716,31.2,984,https://hdd.userbenchmark.com/SpeedTest/5561/TOSHIBA-MK5065GSXN
HDD,none,Maxtor,7H500F0 500GB,717,31.2,488,https://hdd.userbenchmark.com/SpeedTest/3697/Maxtor-7H500F0
HDD,none,Seagate,ST3300822AS 300GB,718,31.1,279,https://hdd.userbenchmark.com/SpeedTest/4225/ST3300822AS
HDD,none,Hitachi,HTS545025B9A300 250GB,719,31.1,3724,https://hdd.userbenchmark.com/SpeedTest/1535/Hitachi-HTS545025B9A300
HDD,none,Toshiba,MK5055GSXN 500GB,720,31.1,355,https://hdd.userbenchmark.com/SpeedTest/1798/TOSHIBA-MK5055GSXN
HDD,none,Hitachi,HTS723225L9A360 250GB,721,30.9,273,https://hdd.userbenchmark.com/SpeedTest/4544/Hitachi-HTS723225L9A360
HDD,none,Hitachi,HDT725040VLA360 400GB,723,30.9,690,https://hdd.userbenchmark.com/SpeedTest/1719/Hitachi-HDT725040VLA360
HDD,none,Maxtor,6V080E0 82GB,724,30.9,401,https://hdd.userbenchmark.com/SpeedTest/2524/Maxtor-6V080E0
HDD,none,Seagate,ST3160815SV 160GB,725,30.9,295,https://hdd.userbenchmark.com/SpeedTest/10181/ST3160815SV
HDD,none,Samsung,SP2504C 250GB,726,30.8,6462,https://hdd.userbenchmark.com/SpeedTest/2057/SAMSUNG-SP2504C
HDD,none,Maxtor,6V250F0 251GB,727,30.8,855,https://hdd.userbenchmark.com/SpeedTest/2361/Maxtor-6V250F0
HDD,none,Hitachi,HUA721075KLA 750GB,728,30.8,16,https://hdd.userbenchmark.com/SpeedTest/6886/Hitachi-HUA721075KLA
HDD,none,Hitachi,HTS545032A7E380 320GB,729,30.8,2087,https://hdd.userbenchmark.com/SpeedTest/1588/Hitachi-HTS545032A7E380
HDD,none,Toshiba,MK3275GSX 320GB,730,30.7,1691,https://hdd.userbenchmark.com/SpeedTest/6320/TOSHIBA-MK3275GSX
HDD,none,Seagate,ST3400832AS 400GB,731,30.6,996,https://hdd.userbenchmark.com/SpeedTest/780/ST3400832AS
HDD,none,Hitachi,HDS721616PLA380 165GB,732,30.6,1768,https://hdd.userbenchmark.com/SpeedTest/3895/Hitachi-HDS721616PLA380
